name,level,region,year,povtype,value,covid,estimate,ppp
East Asia & Pacific,Regional,Aggregates,2020,Poorest 20%,0.0394061187583012,FALSE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2020,Extreme poverty,0.0115793490584316,TRUE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2020,Poorest 20%,0.0498514219280335,TRUE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2021,Extreme poverty,0.00736422780657811,FALSE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2021,Poorest 20%,0.0378282584944933,FALSE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2021,Extreme poverty,0.00921996524792393,TRUE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2021,Poorest 20%,0.0452925258892992,TRUE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2022,Extreme poverty,0.00643401586483808,FALSE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2023,Extreme poverty,0.00563950233255303,FALSE,TRUE,2011
East Asia & Pacific,Regional,Aggregates,2024,Extreme poverty,0.00491296341776884,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2010,Extreme poverty,0.0245552834495902,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2010,Poorest 20%,0.0331678332190218,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2011,Extreme poverty,0.0211137995646846,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2011,Poorest 20%,0.033961379695187,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2012,Extreme poverty,0.0197506453258115,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2012,Poorest 20%,0.0347306090222048,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2013,Extreme poverty,0.0166971106307754,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2013,Poorest 20%,0.0351816297282358,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2015,Extreme poverty,0.0159642857200026,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2015,Poorest 20%,0.0378513955925719,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2018,Extreme poverty,0.0108154732479123,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2018,Poorest 20%,0.032192057490333,FALSE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2018,Extreme poverty,0.0117736031570975,TRUE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2018,Poorest 20%,0.0348527722844444,TRUE,FALSE,2011
Europe & Central Asia,Regional,Aggregates,2019,Extreme poverty,0.0101155711697462,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2019,Poorest 20%,0.0310854083679007,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2019,Extreme poverty,0.0109158519667876,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2019,Poorest 20%,0.0336618399419621,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2020,Extreme poverty,0.00930217441387683,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2020,Poorest 20%,0.0281629895356755,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2020,Extreme poverty,0.0114390522126794,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2020,Poorest 20%,0.0341497797937923,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2021,Extreme poverty,0.00857218382185705,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2021,Poorest 20%,0.0277284101414938,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2021,Extreme poverty,0.0102833022130009,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2021,Poorest 20%,0.0328125596742303,TRUE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2022,Extreme poverty,0.00787283479567616,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2023,Extreme poverty,0.0073199925775385,FALSE,TRUE,2011
Europe & Central Asia,Regional,Aggregates,2024,Extreme poverty,0.0067497744111968,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2010,Extreme poverty,0.061530985557166,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2010,Poorest 20%,0.0737655741819803,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2011,Extreme poverty,0.0563688560241166,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2011,Poorest 20%,0.0754850797772924,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2012,Extreme poverty,0.0466787507439,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2012,Poorest 20%,0.0699155422091141,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2013,Extreme poverty,0.0428133013376776,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2013,Poorest 20%,0.0722439100532156,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2015,Extreme poverty,0.040712420311348,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2015,Poorest 20%,0.0761665889263704,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2018,Extreme poverty,0.04802471377405,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2018,Poorest 20%,0.094105788018319,FALSE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2018,Extreme poverty,0.0442786810571906,TRUE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2018,Poorest 20%,0.0877312903882503,TRUE,FALSE,2011
Latin America & Caribbean,Regional,Aggregates,2019,Extreme poverty,0.0463285275544588,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2019,Poorest 20%,0.0932189669973137,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2019,Extreme poverty,0.0491371167717266,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2019,Poorest 20%,0.0968726166445965,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2020,Extreme poverty,0.0457073575089837,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2020,Poorest 20%,0.090099310563656,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2020,Extreme poverty,0.0477874780120216,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2020,Poorest 20%,0.094579570586117,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2021,Extreme poverty,0.0448989563271404,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2021,Poorest 20%,0.0921872228476133,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2021,Extreme poverty,0.0464467914144019,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2021,Poorest 20%,0.0960441770027809,TRUE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2022,Extreme poverty,0.043993876523886,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2023,Extreme poverty,0.0433089386967106,FALSE,TRUE,2011
Latin America & Caribbean,Regional,Aggregates,2024,Extreme poverty,0.0424664492476489,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2010,Extreme poverty,0.0265208239753661,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2010,Poorest 20%,0.0388000613983805,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2011,Extreme poverty,0.0274529556773088,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2011,Poorest 20%,0.0508014367033683,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2012,Extreme poverty,0.0236875943333356,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2012,Poorest 20%,0.0505261568480437,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2013,Extreme poverty,0.024813782426357,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2013,Poorest 20%,0.0632304800433651,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2015,Extreme poverty,0.0460115760199287,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2015,Poorest 20%,0.107986183765015,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2018,Extreme poverty,0.0739483079134198,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2018,Poorest 20%,0.162567804803955,FALSE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2018,Extreme poverty,0.0751078217151887,TRUE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2018,Poorest 20%,0.169396338713297,TRUE,FALSE,2011
Middle East & North Africa,Regional,Aggregates,2019,Extreme poverty,0.0740567005088732,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2019,Poorest 20%,0.163834985163163,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2019,Extreme poverty,0.0741876272541847,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2019,Poorest 20%,0.168370444770352,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2020,Extreme poverty,0.0738302487878961,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2020,Poorest 20%,0.157098420007817,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2020,Extreme poverty,0.0858723200413314,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2020,Poorest 20%,0.18053502855932,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2021,Extreme poverty,0.0684567810966853,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2021,Poorest 20%,0.157275492830724,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2021,Extreme poverty,0.0780500370411057,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2021,Poorest 20%,0.17935210432752,TRUE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2022,Extreme poverty,0.0662483527184584,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2023,Extreme poverty,0.0643831430055093,FALSE,TRUE,2011
Middle East & North Africa,Regional,Aggregates,2024,Extreme poverty,0.0641507436304429,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2010,Extreme poverty,0.0050391326877866,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2010,Poorest 20%,0.00599731535695378,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2011,Extreme poverty,0.00565947834102275,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2011,Poorest 20%,0.00649242190783905,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2012,Extreme poverty,0.00582223538256323,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2012,Poorest 20%,0.00707924975352582,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2013,Extreme poverty,0.00636269000905845,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2013,Poorest 20%,0.00799994486323391,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2015,Extreme poverty,0.00706239252139987,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2015,Poorest 20%,0.008429102874842,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2018,Extreme poverty,0.00672625445180836,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2018,Poorest 20%,0.00785378792773639,FALSE,FALSE,2011
High-income countries,Regional,Aggregates,2018,Extreme poverty,0.00673589840683935,TRUE,FALSE,2011
High-income countries,Regional,Aggregates,2018,Poorest 20%,0.00788363499895173,TRUE,FALSE,2011
High-income countries,Regional,Aggregates,2019,Extreme poverty,0.00671760598436569,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2019,Poorest 20%,0.00787683484953937,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2019,Extreme poverty,0.00672781685152251,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2019,Poorest 20%,0.00788148220467898,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2020,Extreme poverty,0.00670709992190738,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2020,Poorest 20%,0.00782243553395037,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2020,Extreme poverty,0.00687084420428029,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2020,Poorest 20%,0.00804488487545624,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2021,Extreme poverty,0.00669764854355979,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2021,Poorest 20%,0.00786812192936572,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2021,Extreme poverty,0.00675255388954895,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2021,Poorest 20%,0.00800514756705286,TRUE,TRUE,2011
High-income countries,Regional,Aggregates,2022,Extreme poverty,0.00668834079212078,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2023,Extreme poverty,0.00669074886884056,FALSE,TRUE,2011
High-income countries,Regional,Aggregates,2024,Extreme poverty,0.00666218981131839,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2010,Extreme poverty,0.252442100159222,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2010,Poorest 20%,0.342879113476361,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2011,Extreme poverty,0.205880989594116,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2011,Poorest 20%,0.337601107521443,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2012,Extreme poverty,0.186168089710576,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2012,Poorest 20%,0.338049320450086,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2013,Extreme poverty,0.166238423123621,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2013,Poorest 20%,0.359262075807908,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2015,Extreme poverty,0.128272914322008,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2015,Poorest 20%,0.349534203419608,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2018,Extreme poverty,0.0801243479663791,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2018,Poorest 20%,0.314115642446128,FALSE,FALSE,2011
South Asia,Regional,Aggregates,2018,Extreme poverty,0.0881099478616799,TRUE,FALSE,2011
South Asia,Regional,Aggregates,2018,Poorest 20%,0.329170495103718,TRUE,FALSE,2011
South Asia,Regional,Aggregates,2019,Extreme poverty,0.0717187947142318,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2019,Poorest 20%,0.302033841493369,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2019,Extreme poverty,0.0821549116540694,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2019,Poorest 20%,0.324107075751762,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2020,Extreme poverty,0.0623197739539561,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2020,Poorest 20%,0.271189011084146,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2020,Extreme poverty,0.0819226897739924,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2020,Poorest 20%,0.314186345309365,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2021,Extreme poverty,0.0535787774690542,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2021,Poorest 20%,0.266752485133578,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2021,Extreme poverty,0.0708194228545888,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2021,Poorest 20%,0.308462660255727,TRUE,TRUE,2011
South Asia,Regional,Aggregates,2022,Extreme poverty,0.0451086754006378,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2023,Extreme poverty,0.0375671714976714,FALSE,TRUE,2011
South Asia,Regional,Aggregates,2024,Extreme poverty,0.0318904634770488,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2010,Extreme poverty,0.466313811633866,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2010,Poorest 20%,0.526289529834011,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2011,Extreme poverty,0.451700902927457,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2011,Poorest 20%,0.54496344641336,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2012,Extreme poverty,0.445464453153754,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2012,Poorest 20%,0.555720548072498,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2013,Extreme poverty,0.436189666946793,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2013,Poorest 20%,0.577218987935284,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2015,Extreme poverty,0.427968772677969,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2015,Poorest 20%,0.598396020361373,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2018,Extreme poverty,0.410017180748502,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2018,Poorest 20%,0.61375210434732,FALSE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2018,Extreme poverty,0.421252845777887,TRUE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2018,Poorest 20%,0.62424994143208,TRUE,FALSE,2011
Sub-Saharan Africa,Regional,Aggregates,2019,Extreme poverty,0.40543573502533,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2019,Poorest 20%,0.614293488285607,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2019,Extreme poverty,0.416008970733228,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2019,Poorest 20%,0.624991322139958,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2020,Extreme poverty,0.398852788566106,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2020,Poorest 20%,0.602270956199382,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2020,Extreme poverty,0.429669367597977,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2020,Poorest 20%,0.631564557820411,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2021,Extreme poverty,0.392561942416334,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2021,Poorest 20%,0.60620602325748,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2021,Extreme poverty,0.424692738019416,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2021,Poorest 20%,0.637100451451493,TRUE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2022,Extreme poverty,0.385624489029014,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2023,Extreme poverty,0.377973482826127,FALSE,TRUE,2011
Sub-Saharan Africa,Regional,Aggregates,2024,Extreme poverty,0.369641749891709,FALSE,TRUE,2011
Afghanistan,National,SAS,2010,Extreme poverty,0.556665479921386,FALSE,FALSE,2011
Afghanistan,National,SAS,2010,Poorest 20%,0.645195136558339,FALSE,FALSE,2011
Afghanistan,National,SAS,2011,Extreme poverty,0.514575217819735,FALSE,FALSE,2011
Afghanistan,National,SAS,2011,Poorest 20%,0.652466410099323,FALSE,FALSE,2011
Afghanistan,National,SAS,2012,Extreme poverty,0.428395147544484,FALSE,FALSE,2011
Afghanistan,National,SAS,2012,Poorest 20%,0.59355702630668,FALSE,FALSE,2011
Afghanistan,National,SAS,2013,Extreme poverty,0.39384708681492,FALSE,FALSE,2011
Afghanistan,National,SAS,2013,Poorest 20%,0.602745935273314,FALSE,FALSE,2011
Afghanistan,National,SAS,2015,Extreme poverty,0.371896607973711,FALSE,FALSE,2011
Afghanistan,National,SAS,2015,Poorest 20%,0.624972299466156,FALSE,FALSE,2011
Afghanistan,National,SAS,2018,Extreme poverty,0.328317482971903,TRUE,FALSE,2011
Afghanistan,National,SAS,2018,Poorest 20%,0.631628212386757,TRUE,FALSE,2011
Afghanistan,National,SAS,2019,Extreme poverty,0.312129280276949,TRUE,TRUE,2011
Afghanistan,National,SAS,2019,Poorest 20%,0.621347848294242,TRUE,TRUE,2011
Afghanistan,National,SAS,2020,Extreme poverty,0.328589150036141,TRUE,TRUE,2011
Afghanistan,National,SAS,2020,Poorest 20%,0.632430665783042,TRUE,TRUE,2011
Afghanistan,National,SAS,2021,Extreme poverty,0.304954402380644,TRUE,TRUE,2011
Afghanistan,National,SAS,2021,Poorest 20%,0.621365804537916,TRUE,TRUE,2011
Albania,National,ECA,2010,Extreme poverty,0.00726106,FALSE,FALSE,2011
Albania,National,ECA,2010,Poorest 20%,0.01131496,FALSE,FALSE,2011
Albania,National,ECA,2011,Extreme poverty,0.008512612,FALSE,FALSE,2011
Albania,National,ECA,2011,Poorest 20%,0.01749581,FALSE,FALSE,2011
Albania,National,ECA,2012,Extreme poverty,0.01063921,FALSE,FALSE,2011
Albania,National,ECA,2012,Poorest 20%,0.02490918,FALSE,FALSE,2011
Albania,National,ECA,2013,Extreme poverty,0.01718526,FALSE,FALSE,2011
Albania,National,ECA,2013,Poorest 20%,0.05253349,FALSE,FALSE,2011
Albania,National,ECA,2015,Extreme poverty,0.01301948,FALSE,FALSE,2011
Albania,National,ECA,2015,Poorest 20%,0.05577151,FALSE,FALSE,2011
Albania,National,ECA,2018,Extreme poverty,0.01218212,FALSE,FALSE,2011
Albania,National,ECA,2018,Poorest 20%,0.05386275,FALSE,FALSE,2011
Albania,National,ECA,2018,Extreme poverty,0.01423106,TRUE,FALSE,2011
Albania,National,ECA,2018,Poorest 20%,0.06078669,TRUE,FALSE,2011
Albania,National,ECA,2019,Extreme poverty,0.01094077,FALSE,TRUE,2011
Albania,National,ECA,2019,Poorest 20%,0.05162163,FALSE,TRUE,2011
Albania,National,ECA,2019,Extreme poverty,0.01266547,TRUE,TRUE,2011
Albania,National,ECA,2019,Poorest 20%,0.05822428,TRUE,TRUE,2011
Albania,National,ECA,2020,Extreme poverty,0.008610372,FALSE,TRUE,2011
Albania,National,ECA,2020,Poorest 20%,0.04226106,FALSE,TRUE,2011
Albania,National,ECA,2020,Extreme poverty,0.01629655,TRUE,TRUE,2011
Albania,National,ECA,2020,Poorest 20%,0.0670528,TRUE,TRUE,2011
Albania,National,ECA,2021,Extreme poverty,0.007169419,FALSE,TRUE,2011
Albania,National,ECA,2021,Poorest 20%,0.03980245,FALSE,TRUE,2011
Albania,National,ECA,2021,Extreme poverty,0.01158928,TRUE,TRUE,2011
Albania,National,ECA,2021,Poorest 20%,0.05645053,TRUE,TRUE,2011
Albania,National,ECA,2022,Extreme poverty,0.006406087,FALSE,TRUE,2011
Albania,National,ECA,2023,Extreme poverty,0.004284755,FALSE,TRUE,2011
Albania,National,ECA,2024,Extreme poverty,0.004104623,FALSE,TRUE,2011
Algeria,National,MNA,2010,Extreme poverty,0.006456911,FALSE,FALSE,2011
Algeria,National,MNA,2010,Poorest 20%,0.01003574,FALSE,FALSE,2011
Algeria,National,MNA,2011,Extreme poverty,0.004826224,FALSE,FALSE,2011
Algeria,National,MNA,2011,Poorest 20%,0.009299652,FALSE,FALSE,2011
Algeria,National,MNA,2012,Extreme poverty,0.004264907,FALSE,FALSE,2011
